brand,product,product_type,ingredients,p_id,i_id,n_ingre,n_product,mp_count,mp_percent,mp_present
L'Oréal Paris,Elnett Satin Laque Fixation Normale 200 ml,7,VP/Acrylates/Lauryl Methacrylate Copolymer,7362,750,3,6040,1970,0.32615894,1
L'Oréal Paris,Men Expert Thermic Resist Desodorizante Roll-On 50 ml,3,VP/Acrylates/Lauryl Methacrylate Copolymer,14415,750,3,1588,472,0.297229219,1
L'Oréal Paris,Men Expert Pure & Mat Reinigingsgel 150 ml,6,VP/Acrylates/Lauryl Methacrylate Copolymer,14384,750,3,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert Hydra Energetic Gel 100 ml,6,VP/Acrylates/Lauryl Methacrylate Copolymer,14335,750,3,5751,2040,0.354720918,1
L'Oréal Paris,Stylista The Curl Tonic 200ml,7,VP/Acrylates/Lauryl Methacrylate Copolymer,22938,750,3,6040,1970,0.32615894,1
L'Oréal Paris,Studio Line Spurenlos FX Styling Spray Ultra Starker 250 ml,7,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,22811,749,6,6040,1970,0.32615894,1
L'Oréal Paris,Pure Zone Gel Exfoliante Anti-Puntos Negros 100 ml,6,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,18614,749,3,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert Hydra Energetic Gel Purifiant 150 ml,6,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,14336,749,8,5751,2040,0.354720918,1
L'Oréal Paris,Triple Active Multi-Protection Day Moisturiser 24th Hydration 50 ml,6,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,25096,749,5,5751,2040,0.354720918,1
L'Oréal Paris,Hydra Active 3 sensible Haut Tagescreme 50 ml,6,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,11137,749,4,5751,2040,0.354720918,1
L'Oréal Paris,Revitalift Filler cushioning mask,6,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,19419,749,9,5751,2040,0.354720918,1
L'Oréal Paris,Brow Stylist Boost & Set Brow Mascara Light Brunette 480 3.2 ml,4,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,3710,749,9,630,234,0.371428571,1
L'Oréal Paris,Studio Line Hot & Smooth Thermal Smoothing Balm 200 ml,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,22767,745,3,6040,1970,0.32615894,1
L'Oréal Paris,Revitalift Day Cream SPF30 50 ml,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,19413,745,2,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert Shirt Protect 48H Anti-Perspirant Deodorant 250 ml,3,VA/Crotonates/Vinyl Neodecanoate Copolymer,14404,745,2,1588,472,0.297229219,1
L'Oréal Paris,Skin Cleansing Rare Flower Cleansing Wipes Dry & Sensitive Skin 25 stk,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,21514,745,3,5751,2040,0.354720918,1
L'Oréal Paris,Sublime Sun Latte Protettivo Abbronzatura Intensa LP15 200 ml,14,VA/Crotonates/Vinyl Neodecanoate Copolymer,22969,745,2,2106,763,0.362298196,1
L'Oréal Paris,Revitalift Laser X3 Anti Rimpel Serum 30 ml,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,19434,745,2,5751,2040,0.354720918,1
L'Oréal Paris,Elnett Föhn-Hitze-Styling-Spray 170 ml,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,7343,745,2,6040,1970,0.32615894,1
L'Oréal Paris,Volume Million Lashes Feline Mascara Black 9.2 ml,4,VA/Crotonates/Vinyl Neodecanoate Copolymer,26211,745,3,630,234,0.371428571,1
L'Oréal Paris,Excellence Age Perfect 8.31 Goldblond 1 stk,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,7833,745,2,6040,1970,0.32615894,1
L'Oréal Paris,Excellence Age Perfect Color Age Perfect 6.03 Donker Goudblond 1 stk,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,7835,745,2,6040,1970,0.32615894,1
L'Oréal Paris,Excellence Age Perfect Crèmekleuring 8.32 Licht Goud Parelmoerblond 1 stk,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,7837,745,2,6040,1970,0.32615894,1
L'Oréal Paris,Excellence Age Perfect 9.31 Zeer Licht Goud Asblond 1 stk,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,7834,745,2,6040,1970,0.32615894,1
L'Oréal Paris,True Match Foundation (4D/4W) Golden Natural 30 ml,5,VA/Crotonates/Vinyl Neodecanoate Copolymer,25149,745,2,1190,488,0.410084034,1
L'Oréal Paris,Kids Super Pear Tangle Tamer 150 ml,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,12279,745,4,6040,1970,0.32615894,1
L'Oréal Paris,Sublime Soft Reinigingsdoekjes 25 stks,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,22964,745,2,5751,2040,0.354720918,1
L'Oréal Paris,Perfect Match Le Blush 160 Peach 5 g,5,VA/Crotonates/Vinyl Neodecanoate Copolymer,17500,745,2,1190,488,0.410084034,1
L'Oréal Paris,Make-Up Designer Accord Parfait Genius 3.D/3.W Golden Beige Foundation 1 stk,5,VA/Crotonates/Vinyl Neodecanoate Copolymer,13611,745,2,1190,488,0.410084034,1
L'Oréal Paris,Revitalift Laser x3 Eye Cream 15 ml,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,19436,745,2,5751,2040,0.354720918,1
L'Oréal Paris,Detox Maske Tonerde Absolue 50 ml,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,6668,745,9,5751,2040,0.354720918,1
L'Oréal Paris,Revitalift Filler Replumping Eye Cream 15 ml,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,19425,745,2,5751,2040,0.354720918,1
L'Oréal Paris,Age Expert 35+ Day Cream 50 ml,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,661,745,4,5751,2040,0.354720918,1
L'Oréal Paris,400 Espresso Middenbruin Casting Crème Gloss 1 stk,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,270,745,4,6040,1970,0.32615894,1
L'Oréal Paris,Studio Line Fix & Create FA. 8 Spray 150 ml,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,22748,745,3,6040,1970,0.32615894,1
L'Oréal Paris,Excellence Crème 5 Lichtbruin 1 stk,7,VA/Crotonates/Vinyl Neodecanoate Copolymer,7842,745,3,6040,1970,0.32615894,1
L'Oréal Paris,Skin Paradise 03 Light BB Cream 39 g,5,VA/Crotonates/Vinyl Neodecanoate Copolymer,21633,745,2,1190,488,0.410084034,1
L'Oréal Paris,Revitalift Filler Anti-Falten Serum 30 ml,6,VA/Crotonates/Vinyl Neodecanoate Copolymer,19417,745,3,5751,2040,0.354720918,1
L'Oréal Paris,Magic Retouch Donkerbruin Camouflerende Uitgroeispray 150 ml,7,VA/Crotonates Copolymer,13558,744,3,6040,1970,0.32615894,1
L'Oréal Paris,Botanicals Camelina Smooth Ritual Shampoo 400ml,7,VA/Crotonates Copolymer,3590,744,4,6040,1970,0.32615894,1
L'Oréal Paris,Elnett Satin Normale Fixatie Hairspray 400 ml,7,Trimethylsiloxysilicate,7368,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Elnett Satin Volume Fixatie 400 ml,7,Trimethylsiloxysilicate,7374,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Elnett Satin Extra Sterke Fixatie Haarlak 400 ml,7,Trimethylsiloxysilicate,7353,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Studio Line Wave Creating Hair Spray 150 ml,7,Trimethylsiloxysilicate,22817,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Men Expert Black Mineral Deodorant 50 ml,3,Trimethylsiloxysilicate,14288,739,3,1588,472,0.297229219,1
L'Oréal Paris,Revitalift Filler Oogcrème 15 ml,4,Trimethylsiloxysilicate,19424,739,7,630,234,0.371428571,1
L'Oréal Paris,Dermo Expertise Struccante Occhi 125 ml,6,Trimethylsiloxysilicate,6560,739,5,5751,2040,0.354720918,1
L'Oréal Paris,Elvital Color Vive Balsam 250 ml,7,Trimethylsiloxysilicate,7402,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Men Expert Hydra Energetic Shower Gel 300 ml,1,Trimethylsiloxysilicate,14347,739,15,5393,1941,0.359910996,1
L'Oréal Paris,Elvital Color-Vive Balsam 400 ml,7,Trimethylsiloxysilicate,7397,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Révitalift Nachtcrème Revitalift Anti-Aging 50 ml,6,Trimethylsiloxysilicate,19819,739,2,5751,2040,0.354720918,1
L'Oréal Paris,Elvital Color Vive Balsam 700 ml,7,Trimethylsiloxysilicate,7403,739,8,6040,1970,0.32615894,1
L'Oréal Paris,Men Expert Carbon Antiperspirant Deodorant 250 ml,3,Trimethylsiloxysilicate,14289,739,8,1588,472,0.297229219,1
L'Oréal Paris,Elnett Satin Extra Sterk Haarspray,7,Trimethylsiloxysilicate,7352,739,11,6040,1970,0.32615894,1
L'Oréal Paris,Elnett - Satin Volume Haarspray Extra Sterk,7,Trimethylsiloxysilicate,7336,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Botanicals Argan & Safflower Nourishing Mask 200 ml,7,Trimethylsiloxysilicate,3584,739,8,6040,1970,0.32615894,1
L'Oréal Paris,Studio Line Clear Minded Clean Gel 6.8 oz,7,Trimethylsiloxysilicate,22742,739,2,6040,1970,0.32615894,1
L'Oréal Paris,"Bonjour Nudista Skin Tint, Medium Cream",5,Trimethylsiloxysilicate,3465,739,2,1190,488,0.410084034,1
L'Oréal Paris,Préférence Permanente Haarkleuring Feria Color 7.4 Mango,7,Trimethylsiloxysilicate,18312,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Make-up Infaillible 24H Matte Cover 175,5,Trimethylsiloxysilicate,13625,739,8,1190,488,0.410084034,1
L'Oréal Paris,Elnett Satin Volume Fixation Hairspray,7,Trimethylsiloxysilicate,7375,739,2,6040,1970,0.32615894,1
L'Oréal Paris,Colorista Hair Colour Hair Make-up Blue Hair for Brunettes 30 ml,7,Trilaureth-4 Phosphate,5040,736,5,6040,1970,0.32615894,1
L'Oréal Paris,Men Expert Hydra Intensive 24H day cream Dry skin 50 ml,6,Trilaureth-4 Phosphate,14356,736,6,5751,2040,0.354720918,1
L'Oréal Paris,EverPure Moisture Leave-in Conditioner,7,Trilaureth-4 Phosphate,7802,736,6,6040,1970,0.32615894,1
L'Oréal Paris,"Men Expert Deo Roll-on Carbon Protect, 50 ml",3,Trilaureth-4 Phosphate,14296,736,6,1588,472,0.297229219,1
L'Oréal Paris,Sublime Sun Cellular Protect Latte Solare Protezione Cellulare LP50+ 200 ml,14,TRIETHOXYSILYLETHYL POLYDIMETHYLSILOXYETHYL DIMETHICONE,22968,733,4,2106,763,0.362298196,1
L'Oréal Paris,Men Expert Hydra Sensitive Duschgel 300 ml,1,TRIETHOXYSILYLETHYL POLYDIMETHYLSILOXYETHYL DIMETHICONE,14370,733,4,5393,1941,0.359910996,1
L'Oréal Paris,Pure Clay Charcoal Detoxifying Gel Wash 150 ml,6,TRIETHOXYSILYLETHYL POLYDIMETHYLSILOXYETHYL DIMETHICONE,18454,733,4,5751,2040,0.354720918,1
L'Oréal Paris,Lotion Micelar Sublime & Soft Sensitive Skin 200 ml,6,Trideceth-9,13217,732,5,5751,2040,0.354720918,1
L'Oréal Paris,Magic Retouch Instant Root Concealer Dark Blond 90 ml,7,Trideceth-9,13560,732,5,6040,1970,0.32615894,1
L'Oréal Paris,Magic Retouch Ansatzspray Braun bis Mittelbraun 90 ml,7,Trideceth-9,13546,732,5,6040,1970,0.32615894,1
L'Oréal Paris,Poudre Fondante Accord Parfait Beige Rosé 9 g,5,Trideceth-9,17836,732,9,1190,488,0.410084034,1
L'Oréal Paris,Air Volume Mega Mascara Black 9.4 ml,4,Trideceth-9,749,732,12,630,234,0.371428571,1
L'Oréal Paris,Hydra Genius Aloe Water 100 ml,6,Trideceth-9,11151,732,16,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert Hydra Power After Shave,6,Trideceth-9,14357,732,6,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert BarberClub Shaving Cream 150 ml,6,Trideceth-9,14287,732,6,5751,2040,0.354720918,1
L'Oréal Paris,BarberClub 3-in-1 Bartshampoo 200 ml,6,Trideceth-9,2500,732,7,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert Hydra Energetic 2in1 Aftershave and Face Cream 75 ml,6,Trideceth-6,14326,728,4,5751,2040,0.354720918,1
L'Oréal Paris,Préférence Cool Blondes 7.1 Iceland Permanente Haarverf 1 stk,7,Trideceth-6,18308,728,8,6040,1970,0.32615894,1
L'Oréal Paris,Revitalift Laser X3 Anti-Rimpel Oogcrème 15 ml,6,Trideceth-6,19433,728,6,5751,2040,0.354720918,1
L'Oréal Paris,Studio Line Matt & Messy Sponge 150 ml,7,Trideceth-6,22790,728,9,6040,1970,0.32615894,1
L'Oréal Paris,Elvital Extraordinary Oil 100 ml,7,Trideceth-6,7421,728,8,6040,1970,0.32615894,1
L'Oréal Paris,Men Expert Hydra Energetic Deep Exfoliating Face Scrub 100 ml,6,Trideceth-6,14331,728,2,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert Hydra Energetic Face Scrub 100 ml,6,Trideceth-6,14334,728,2,5751,2040,0.354720918,1
L'Oréal Paris,Glow Cherie Natural Glow Enhancer 02 Light Glow 30 ml,5,Trideceth-6,9675,728,7,1190,488,0.410084034,1
L'Oréal Paris,Elvital Dream Length 300 ml,7,Trideceth-6,7406,728,7,6040,1970,0.32615894,1
L'Oréal Paris,Colorista Silver Shampooing 200 ml,7,Trideceth-6,5046,728,8,6040,1970,0.32615894,1
L'Oréal Paris,Magic Retouch Uitgroei Camoufleerspray 150 ml,7,Trideceth-6,13568,728,15,6040,1970,0.32615894,1
L'Oréal Paris,True Match The One Concealer 1C Ivory Rose 6.8 ml,5,Trideceth-6,25166,728,15,1190,488,0.410084034,1
L'Oréal Paris,Elvital Öl Magique Doppel Elixier 200 ml,7,Trideceth-6,7457,728,9,6040,1970,0.32615894,1
L'Oréal Paris,Kostbare Blüten Waschgel 150 ml,6,Trideceth-6,12424,728,7,5751,2040,0.354720918,1
L'Oréal Paris,Elvital Planta Clear Anti-Schuppen Intensiv 100 ml,7,Trideceth-6,7442,728,13,6040,1970,0.32615894,1
L'Oréal Paris,Tónico Facial Pieles Sensibles 400 ml,6,Trideceth-6,25240,728,2,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert Hydra Power Reinigingsgel 150 ml,6,Trideceth-6,14361,728,1,5751,2040,0.354720918,1
L'Oréal Paris,True Match 6.N Honey Make-up 30 ml,5,Trideceth-6,25145,728,8,1190,488,0.410084034,1
L'Oréal Paris,True Match Foundation 3N Beige Crème 30 ml,5,Trideceth-6,25152,728,16,1190,488,0.410084034,1
L'Oréal Paris,Men Expert Invincible Sport Desodorizante Roll-On 50 ml,3,Trideceth-6,14380,728,16,1588,472,0.297229219,1
L'Oréal Paris,Botanicals Fresh Care Camelina Hair Serum 100 ml,7,Trideceth-6,3595,728,2,6040,1970,0.32615894,1
L'Oréal Paris,Colorista Spray Lavender 1 Day Hair Colour 75 ml,7,Trideceth-6,5048,728,4,6040,1970,0.32615894,1
L'Oréal Paris,Elvital Color-Glanz 2in1 Shampoo & Spülung 300 ml,7,Trideceth-6,7390,728,15,6040,1970,0.32615894,1
L'Oréal Paris,Men Expert Hydra Energetic Douchegel 300 ml,1,Trideceth-6,14332,728,2,5393,1941,0.359910996,1
L'Oréal Paris,Elvital Extraordinary Clay 400 ml,7,Trideceth-6,7418,728,6,6040,1970,0.32615894,1
L'Oréal Paris,Elvital Extraordinary Oil Shampoo 500 ml,7,Trideceth-6,7425,728,9,6040,1970,0.32615894,1
L'Oréal Paris,Anti-Age Révitalift Filler Nachtcrème 50 ml,6,Trideceth-6,1361,728,2,5751,2040,0.354720918,1
L'Oréal Paris,Magic Retouch Uitgroeispray Donkerblond 75 ml,7,Trideceth-6,13570,728,6,6040,1970,0.32615894,1
L'Oréal Paris,Age Perfect Pro-Calcium Crème 50 ml,6,Trideceth-6,693,728,9,5751,2040,0.354720918,1
L'Oréal Paris,Infallible Longwear Blush Shaping Stick Buildable Cream Blush Stick 45 Sexy Flush 0.3 oz,11,Trideceth-6,11541,728,15,694,255,0.367435159,1
L'Oréal Paris,Men Expert Invincible Man 96h Deo Spray 150 ml,3,Trideceth-6,14377,728,9,1588,472,0.297229219,1
L'Oréal Paris,Triple Active Day Moisturiser 50 ml,6,Trideceth-6,25092,728,2,5751,2040,0.354720918,1
L'Oréal Paris,Zonnebrand Melk SPF50+ 150 ml,14,Trideceth-6,26950,728,7,2106,763,0.362298196,1
L'Oréal Paris,Men Expert Hydra Sensitive Shaving Mousse 200 ml,1,Trideceth-6,14373,728,20,5393,1941,0.359910996,1
L'Oréal Paris,Studio Line Indestructible KVX96 Gel 300 ml,7,Trideceth-6,22773,728,9,6040,1970,0.32615894,1
L'Oréal Paris,Triple Active Hydra Fresh 50 ml,6,Trideceth-6,25095,728,8,5751,2040,0.354720918,1
L'Oréal Paris,Revitalift Filler Oogcrème 15 ml,6,Trideceth-6,19424,728,7,5751,2040,0.354720918,1
L'Oréal Paris,Everpure Rosemary Moisture Shampoo,7,Trideceth-6,7803,728,8,6040,1970,0.32615894,1
L'Oréal Paris,Age Perfect Cell Renaissance Serum 30 ml,6,Trideceth-6,669,728,6,5751,2040,0.354720918,1
L'Oréal Paris,Colorista Washout Hot Pink 80 ml,7,Trideceth-6,5057,728,3,6040,1970,0.32615894,1
L'Oréal Paris,Men Expert Hydra Energetic Shower Gel 300 ml,7,Trideceth-6,14347,728,15,6040,1970,0.32615894,1
L'Oréal Paris,Extra Fine Coconut Oil Shampoo 250ml,7,Trideceth-6,7969,728,7,6040,1970,0.32615894,1
L'Oréal Paris,Les Chocolats Ultra Matte Liquid Lipstick 844 Sweet Tooth,11,Trideceth-6,12770,728,2,694,255,0.367435159,1
L'Oréal Paris,Stylista The Beach Wave Mist 200ml,7,Trideceth-6,22931,728,5,6040,1970,0.32615894,1
L'Oréal Paris,"Men Expert Barber Club Bart & Haar Stylingpomade, 75 ml",7,Trideceth-6,14274,728,5,6040,1970,0.32615894,1
L'Oréal Paris,Telescopic Mascara Black 8ml,4,Trideceth-6,24297,728,1,630,234,0.371428571,1
L'Oréal Paris,True Match Super Blendable Foundation 2.r/2.c Rose Vanilla 30ml,5,Trideceth-6,25165,728,2,1190,488,0.410084034,1
L'Oréal Paris,Shake & Glow Spray Illuminateur 100 ml,5,Trideceth-6,20554,728,6,1190,488,0.410084034,1
L'Oréal Paris,Brow Stylist Kabuki Blender Brow Crayon Brunette 0.05 oz,4,Trideceth-6,3712,728,9,630,234,0.371428571,1
L'Oréal Paris,True Match Foundation,5,Trideceth-6,25147,728,4,1190,488,0.410084034,1
L'Oréal Paris,Elvital Anti-Haarbruch Tiefen-Aufbaukur,7,Trideceth-6,7389,728,6,6040,1970,0.32615894,1
L'Oréal Paris,Magic Retouch Ansatzspray dunkelbraun bis schwarzbraun,7,Trideceth-6,13547,728,6,6040,1970,0.32615894,1
L'Oréal Paris,Elvital Color Glanz Purple Anti-Gelbstich Shampoo 200 ml,7,Trideceth-5,7401,727,3,6040,1970,0.32615894,1
L'Oréal Paris,Elvital Tonerde Absolue 250 ml,7,Trideceth-5,7451,727,11,6040,1970,0.32615894,1
L'Oréal Paris,Magic Retouch Uitgroei Camoufleerspray 150 ml,7,Trideceth-5,13568,727,15,6040,1970,0.32615894,1
L'Oréal Paris,True Match The One Concealer 1C Ivory Rose 6.8 ml,5,Trideceth-5,25166,727,15,1190,488,0.410084034,1
L'Oréal Paris,True Match Foundation 3N Beige Crème 30 ml,5,Trideceth-5,25152,727,16,1190,488,0.410084034,1
L'Oréal Paris,Men Expert Invincible Sport Desodorizante Roll-On 50 ml,3,Trideceth-5,14380,727,16,1588,472,0.297229219,1
L'Oréal Paris,Elvital Color-Glanz 2in1 Shampoo & Spülung 300 ml,7,Trideceth-5,7390,727,15,6040,1970,0.32615894,1
L'Oréal Paris,Infallible Longwear Blush Shaping Stick Buildable Cream Blush Stick 45 Sexy Flush 0.3 oz,11,Trideceth-5,11541,727,15,694,255,0.367435159,1
L'Oréal Paris,Men Expert Hydra Sensitive Shaving Mousse 200 ml,1,Trideceth-5,14373,727,20,5393,1941,0.359910996,1
L'Oréal Paris,Age Perfect Cleansing Milk 200 ml,6,Trideceth-5,671,727,7,5751,2040,0.354720918,1
L'Oréal Paris,Men Expert Invisible Extreme Fix Gel 150 ml,7,Trideceth-5,14381,727,9,6040,1970,0.32615894,1
